category,rating,timestamp,price,platform,location
Books,1.4,2024-10-26,51.09,Mobile App,Africa
Games,2.3,2023-01-25,31.97,Mobile App,North America
Movies,1.2,2023-03-03,165.66,Tablet,Australia
Movies,3.9,2023-07-30,423.26,Web,Africa
Beauty,4.4,2023-03-10,175.44,Mobile App,Europe
Beauty,3.3,2024-02-24,144.3,Web,Africa
Books,4.2,2023-05-19,142.72,Web,Australia
Beauty,4.0,2023-10-22,296.57,Mobile App,Asia
Books,3.7,2023-01-23,233.95,Tablet,North America
Electronics,1.7,2024-04-30,52.59,Tablet,Europe
Sports,2.3,2024-11-27,478.89,Tablet,North America
Movies,2.1,2024-11-05,397.07,Tablet,Europe
Beauty,2.3,2023-05-25,168.65,Web,Australia
Books,2.6,2023-01-02,23.35,Web,Africa
Electronics,3.4,2024-08-19,200.12,Smart TV,Australia
Games,3.0,2023-07-04,29.17,Tablet,Africa
Clothing,3.4,2024-04-01,480.43,Mobile App,Africa
Books,5.0,2023-07-11,449.36,Tablet,South America
Beauty,1.5,2023-12-10,26.56,Tablet,South America
Music,1.4,2023-08-22,348.54,Smart TV,South America
Home,3.7,2024-12-11,362.42,Web,South America
Home,2.7,2023-05-22,359.42,Tablet,Africa
Beauty,2.5,2024-09-21,434.14,Mobile App,Africa
Games,4.0,2024-12-10,258.6,Tablet,Australia
Home,1.8,2023-08-08,253.55,Web,South America
Sports,3.6,2022-12-25,78.52,Mobile App,North America
Movies,4.8,2023-03-14,258.46,Tablet,North America
Electronics,4.8,2023-05-16,342.95,Smart TV,Africa
Games,2.5,2023-10-31,492.79,Web,Europe
Electronics,3.3,2024-12-11,24.17,Smart TV,Australia
Sports,3.4,2023-08-15,321.99,Web,Africa
Home,1.1,2024-05-05,474.28,Tablet,Australia
Sports,4.8,2024-07-09,264.12,Smart TV,Africa
Books,3.0,2024-03-09,60.27,Mobile App,Australia
Electronics,1.1,2024-04-13,457.42,Tablet,North America
Movies,4.8,2024-01-10,497.16,Tablet,Asia
Electronics,2.4,2023-02-11,161.03,Web,South America
Home,3.7,2024-12-08,354.27,Web,Europe
Home,3.7,2024-04-24,39.12,Mobile App,Europe
Clothing,2.1,2023-11-26,254.83,Tablet,Australia
Electronics,4.9,2024-01-12,100.46,Mobile App,Africa
Sports,2.7,2024-03-30,218.82,Mobile App,North America
Movies,2.0,2023-02-13,56.24,Web,North America
Games,3.2,2024-03-19,115.28,Web,Australia
Music,1.3,2024-07-11,106.81,Tablet,Asia
Home,2.1,2023-01-05,351.55,Web,Asia
Clothing,1.3,2023-10-06,142.4,Web,Asia
Sports,3.2,2024-11-09,74.34,Tablet,South America
Clothing,1.5,2022-12-30,216.43,Smart TV,South America
Home,2.0,2024-02-01,111.77,Smart TV,Australia
Games,2.0,2024-02-28,42.12,Mobile App,Africa
Clothing,3.9,2024-03-29,211.52,Tablet,North America
Home,1.0,2024-03-24,414.48,Smart TV,Africa
Games,2.5,2024-05-20,218.28,Tablet,Africa
Clothing,3.3,2024-12-21,362.79,Mobile App,Asia
Games,4.4,2024-07-03,64.81,Tablet,South America
Sports,2.6,2024-04-27,215.71,Web,South America
Sports,4.9,2024-02-15,244.04,Tablet,South America
Beauty,1.0,2024-09-13,428.93,Smart TV,Asia
Movies,2.6,2024-12-07,129.62,Web,Australia
Books,2.3,2023-09-20,362.15,Web,Asia
Games,3.0,2023-12-19,159.4,Web,South America
Home,3.5,2024-03-04,323.44,Web,Australia
Music,4.9,2024-05-09,192.75,Tablet,Australia
Home,4.3,2022-12-26,392.18,Web,Asia
Games,3.9,2024-06-24,477.57,Tablet,North America
Electronics,3.0,2023-06-16,167.22,Tablet,Europe
Books,3.1,2023-02-12,389.37,Tablet,Asia
Electronics,3.0,2023-09-08,446.38,Web,South America
Music,4.4,2024-03-31,389.94,Mobile App,North America
Electronics,2.2,2024-02-13,30.43,Smart TV,North America
Movies,1.3,2023-09-29,353.14,Web,Asia
Home,4.1,2023-10-29,190.74,Smart TV,Africa
Home,4.6,2023-06-08,391.98,Tablet,Australia
Home,3.8,2023-10-05,492.65,Tablet,North America
Games,4.7,2024-03-06,410.73,Smart TV,Australia
Sports,4.0,2023-07-11,86.05,Tablet,Asia
Books,1.4,2024-10-01,76.84,Smart TV,Europe
Electronics,1.2,2024-03-20,176.23,Mobile App,North America
Sports,1.6,2023-10-14,360.95,Mobile App,Africa
Games,4.2,2023-08-25,62.56,Mobile App,South America
Music,1.9,2023-02-06,494.75,Smart TV,Africa
Music,2.0,2023-01-03,300.28,Smart TV,South America
Music,1.2,2023-05-12,233.73,Web,South America
Home,4.7,2023-06-01,387.29,Tablet,South America
Electronics,3.0,2022-12-28,182.7,Web,South America
Games,1.9,2024-10-28,351.36,Web,Asia
Music,2.7,2024-01-21,68.86,Web,Asia
Clothing,2.6,2024-04-28,108.75,Mobile App,Europe
Movies,1.9,2024-08-19,263.96,Web,Europe
Music,4.8,2023-08-21,71.96,Mobile App,South America
Movies,1.7,2024-04-15,19.49,Tablet,South America
Home,4.3,2024-08-12,401.75,Mobile App,Africa
Sports,2.4,2024-08-10,298.72,Tablet,Asia
Home,2.0,2023-03-31,487.22,Smart TV,Africa
Clothing,4.9,2024-02-24,286.81,Mobile App,North America
Movies,4.3,2024-02-05,169.84,Web,Australia
Movies,1.6,2023-01-13,217.73,Mobile App,Europe
Clothing,2.3,2023-06-02,153.52,Tablet,Africa
Electronics,4.9,2023-05-29,112.69,Mobile App,North America
Home,3.1,2023-08-06,344.65,Tablet,Europe
Clothing,2.3,2023-11-06,452.99,Web,Australia
Clothing,1.4,2023-10-20,10.08,Web,Asia
Beauty,2.2,2024-10-04,168.79,Web,North America
Games,2.1,2024-07-02,458.28,Mobile App,South America
Games,3.7,2023-10-03,288.6,Web,Africa
Books,3.2,2023-06-16,61.21,Mobile App,Europe
Home,1.1,2023-01-26,97.31,Smart TV,South America
Electronics,1.5,2023-11-07,51.01,Smart TV,Africa
Music,4.0,2023-08-05,435.78,Mobile App,North America
Home,4.8,2023-12-14,356.47,Mobile App,Europe
Home,4.5,2023-08-24,41.71,Tablet,Europe
Electronics,3.1,2024-08-03,223.71,Tablet,North America
Home,4.0,2024-06-10,379.6,Mobile App,Africa
Clothing,4.3,2024-06-29,19.51,Smart TV,North America
Beauty,1.9,2024-06-04,326.51,Smart TV,Europe
Games,4.6,2024-12-05,249.89,Web,Asia
Clothing,1.7,2024-01-18,242.32,Tablet,North America
Sports,3.8,2023-12-17,90.37,Web,Africa
Clothing,4.6,2024-01-21,33.37,Web,Africa
Books,3.5,2023-07-29,477.08,Smart TV,Australia
Music,1.2,2024-10-09,227.59,Tablet,North America
Beauty,1.4,2023-10-23,288.8,Web,Europe
Music,1.5,2023-12-19,332.39,Tablet,Asia
Electronics,3.7,2024-01-23,31.55,Tablet,Australia
Books,4.6,2024-11-07,111.61,Tablet,Europe
Music,4.1,2023-09-17,483.47,Web,Europe
Home,2.7,2024-09-30,153.91,Mobile App,Asia
Home,3.8,2024-09-18,77.68,Web,Australia
Sports,2.1,2024-04-28,362.15,Tablet,South America
Clothing,4.9,2024-09-02,46.85,Web,South America
Games,3.7,2024-04-26,152.59,Smart TV,Europe
Music,1.5,2024-02-27,412.49,Mobile App,Australia
Movies,3.4,2024-03-18,113.0,Mobile App,South America
Home,3.8,2023-02-23,178.37,Smart TV,North America
Home,2.8,2023-11-20,75.33,Web,Australia
Beauty,4.7,2024-03-06,382.61,Tablet,Europe
Movies,4.1,2024-01-19,112.33,Mobile App,South America
Beauty,3.7,2024-05-19,103.9,Mobile App,South America
Sports,3.6,2023-12-16,471.23,Web,Europe
Games,2.2,2023-06-17,411.81,Tablet,Asia
Beauty,3.8,2024-04-19,356.52,Smart TV,Australia
Home,2.5,2023-09-03,39.76,Mobile App,Africa
Clothing,4.9,2023-11-16,480.55,Mobile App,North America
Games,3.2,2024-12-07,371.58,Web,North America
Movies,2.8,2023-02-14,11.8,Mobile App,Australia
Home,1.8,2024-01-01,400.8,Smart TV,Europe
Games,4.9,2023-02-11,229.98,Web,Africa
Movies,3.2,2024-07-20,20.91,Web,North America
Books,5.0,2023-09-27,36.51,Smart TV,Asia
Music,4.4,2023-05-27,438.45,Tablet,Europe
Games,2.7,2024-01-02,383.19,Tablet,Africa
Sports,4.7,2024-08-23,239.88,Web,Asia
Sports,4.8,2024-10-31,311.82,Mobile App,Europe
Electronics,3.6,2024-01-20,276.3,Mobile App,Asia
Beauty,3.2,2024-10-18,84.71,Mobile App,North America
Music,4.1,2024-07-27,104.35,Tablet,South America
Electronics,2.0,2024-01-04,109.9,Tablet,North America
Books,1.4,2023-05-10,403.64,Smart TV,Europe
Movies,1.4,2023-09-12,410.17,Smart TV,Europe
Movies,1.7,2024-05-05,156.1,Smart TV,Europe
Books,3.3,2024-07-31,190.77,Smart TV,South America
Music,4.1,2023-08-31,409.78,Web,North America
Beauty,3.5,2024-06-25,58.45,Web,Europe
Clothing,3.8,2023-07-27,166.99,Smart TV,Africa
Books,2.7,2024-06-27,288.84,Web,Africa
Beauty,3.4,2023-06-26,384.92,Web,South America
Games,2.5,2024-04-28,72.22,Web,Australia
Games,3.1,2023-04-06,389.49,Smart TV,Africa
Beauty,2.2,2023-12-17,409.05,Mobile App,Asia
Beauty,4.0,2024-01-03,321.69,Tablet,South America
Beauty,1.5,2024-03-21,151.98,Web,South America
Music,2.2,2023-03-30,50.2,Tablet,Asia
Games,3.1,2024-11-06,423.74,Smart TV,North America
Movies,1.2,2023-12-19,183.07,Smart TV,Europe
Music,1.1,2024-08-25,452.75,Smart TV,North America
Games,1.8,2024-11-11,486.88,Tablet,Asia
Books,3.9,2024-11-10,30.0,Tablet,Europe
Sports,1.6,2024-05-30,493.48,Smart TV,Europe
Books,1.3,2024-01-23,236.52,Web,South America
Clothing,3.4,2023-01-27,498.58,Mobile App,North America
Sports,2.0,2023-11-25,490.5,Smart TV,Asia
Books,1.8,2023-04-08,365.21,Web,Europe
Music,4.4,2023-04-18,374.13,Mobile App,Asia
Clothing,2.7,2023-01-27,193.01,Web,Asia
Movies,3.5,2023-04-25,186.49,Tablet,Asia
Movies,2.0,2024-09-21,229.59,Smart TV,South America
Beauty,4.5,2024-02-15,166.8,Mobile App,Africa
Sports,2.5,2023-04-10,350.55,Web,Asia
Beauty,3.3,2023-03-30,480.11,Smart TV,Europe
Electronics,2.9,2024-01-10,185.01,Mobile App,North America
Movies,3.8,2023-01-28,422.78,Mobile App,Australia
Games,4.8,2023-01-04,171.97,Tablet,South America
Home,4.7,2024-04-26,314.33,Web,Asia
Electronics,1.6,2023-01-24,447.61,Mobile App,Australia
Clothing,3.3,2023-12-02,280.89,Tablet,South America
Games,4.1,2023-08-22,133.07,Mobile App,Africa
Beauty,2.5,2023-12-27,361.38,Tablet,Asia
Music,4.9,2024-09-07,221.81,Tablet,Australia
Music,1.9,2024-08-26,109.73,Tablet,Africa
Sports,4.4,2023-01-04,350.19,Web,South America
Home,2.9,2023-09-02,340.57,Mobile App,South America
Music,4.1,2024-09-15,311.57,Smart TV,Australia
Home,1.7,2024-09-07,264.25,Web,Australia
Books,4.6,2024-06-10,151.88,Tablet,Australia
Electronics,3.7,2023-03-14,141.58,Mobile App,North America
Music,4.2,2024-11-29,186.22,Smart TV,Asia
Movies,4.7,2023-11-26,179.04,Mobile App,Europe
Beauty,4.2,2023-05-20,30.44,Tablet,Asia
Sports,1.3,2024-07-03,273.98,Web,Australia
Games,1.4,2023-10-06,275.82,Smart TV,North America
Books,3.6,2023-12-07,371.71,Web,North America
Electronics,4.9,2023-10-25,295.39,Smart TV,Europe
Books,5.0,2024-08-10,409.61,Tablet,Asia
Music,1.7,2023-09-28,171.74,Web,Europe
Beauty,2.7,2023-11-10,126.66,Tablet,Asia
Books,3.5,2023-09-06,231.96,Smart TV,South America
Sports,2.3,2023-09-13,293.77,Smart TV,Africa
Electronics,3.3,2024-02-20,258.59,Web,North America
Electronics,1.3,2024-06-10,189.18,Smart TV,Australia
Clothing,2.8,2023-07-29,231.16,Mobile App,Australia
Clothing,3.7,2023-03-16,411.83,Mobile App,Australia
Beauty,3.7,2024-02-29,69.26,Smart TV,Asia
Games,4.1,2024-03-09,366.24,Mobile App,Australia
Games,1.6,2023-11-29,178.33,Smart TV,Asia
Games,2.5,2024-06-05,217.1,Web,North America
Movies,3.4,2023-01-19,144.64,Web,South America
Sports,1.8,2024-12-23,422.37,Smart TV,Australia
Clothing,2.0,2023-10-19,237.95,Mobile App,Europe
Sports,4.1,2023-02-07,211.08,Tablet,South America
Movies,2.7,2023-10-01,325.15,Web,Australia
Sports,2.1,2023-12-12,89.96,Smart TV,South America
Sports,4.5,2023-11-01,47.39,Web,North America
Games,4.4,2023-10-19,492.97,Web,Australia
Electronics,4.0,2023-06-19,197.81,Mobile App,North America
Clothing,2.4,2023-04-11,409.09,Web,Europe
Movies,1.3,2022-12-29,277.88,Web,South America
Sports,2.4,2023-12-11,495.0,Web,Asia
Electronics,3.7,2024-12-01,352.31,Mobile App,North America
Music,3.3,2024-03-04,321.29,Smart TV,Australia
Books,2.5,2023-09-02,387.59,Mobile App,Australia
Movies,3.7,2024-03-15,138.95,Smart TV,North America
Sports,2.6,2023-06-01,184.29,Web,Europe
Games,4.4,2023-04-10,450.24,Web,Africa
Home,2.2,2024-08-06,350.44,Mobile App,South America
Beauty,2.0,2023-10-09,432.44,Mobile App,Australia
Clothing,4.5,2023-08-17,342.24,Mobile App,North America
Books,4.7,2024-11-19,410.7,Web,Africa
Games,2.3,2024-09-13,246.82,Tablet,South America
Beauty,1.7,2023-06-19,237.12,Smart TV,Africa
Movies,2.1,2024-04-04,439.25,Mobile App,Africa
Clothing,3.8,2023-04-24,442.69,Smart TV,Africa
Books,4.8,2023-08-02,457.38,Mobile App,Europe
Movies,4.6,2024-02-26,48.99,Mobile App,Africa
Electronics,2.2,2023-11-05,50.54,Smart TV,Europe
Clothing,4.5,2023-12-07,469.95,Web,South America
Electronics,1.1,2024-09-08,359.92,Tablet,North America
Games,3.0,2024-06-21,242.67,Mobile App,North America
Electronics,4.9,2023-03-07,369.11,Smart TV,North America
Home,3.1,2023-10-21,28.55,Mobile App,Europe
Sports,3.9,2023-04-25,293.8,Mobile App,Asia
Home,1.7,2024-08-22,42.16,Tablet,Asia
Movies,1.5,2024-12-20,340.75,Tablet,Europe
Clothing,3.0,2023-12-31,102.36,Web,Africa
Games,5.0,2024-03-26,176.48,Tablet,Europe
Electronics,3.8,2023-07-03,389.32,Mobile App,Australia
Beauty,2.4,2023-09-17,139.24,Tablet,South America
Movies,4.6,2023-10-12,211.09,Smart TV,Africa
Home,3.0,2024-01-14,96.37,Mobile App,Asia
Electronics,1.6,2023-03-15,198.92,Tablet,South America
Movies,2.1,2024-09-21,36.01,Mobile App,South America
Clothing,2.3,2024-05-11,365.29,Tablet,Europe
Sports,1.9,2022-12-24,387.8,Smart TV,South America
Games,2.1,2023-05-30,11.76,Web,Australia
Books,4.9,2024-10-27,395.81,Smart TV,Asia
Books,2.8,2023-09-18,99.84,Tablet,North America
Home,4.5,2024-08-24,112.48,Web,North America
Clothing,4.8,2024-05-03,142.53,Smart TV,Europe
Sports,4.2,2023-02-10,83.07,Tablet,Africa
Clothing,3.9,2023-04-10,65.23,Web,Africa
Clothing,1.7,2024-04-23,163.95,Mobile App,Europe
Movies,3.9,2024-10-06,359.89,Mobile App,Europe
Books,1.1,2024-05-27,297.44,Tablet,Africa
Sports,3.7,2023-01-01,211.79,Mobile App,Africa
Music,4.5,2024-05-27,483.75,Web,Europe
Clothing,2.5,2023-01-22,454.98,Mobile App,South America
Electronics,2.2,2022-12-29,117.56,Tablet,Australia
Movies,3.5,2024-02-06,57.83,Web,Asia
Movies,2.3,2024-02-04,22.69,Tablet,Australia
Games,1.5,2023-01-31,397.83,Tablet,Africa
Music,1.8,2023-11-08,309.02,Smart TV,Australia
Games,1.2,2023-03-05,461.91,Web,Europe
Home,1.2,2023-09-17,149.75,Web,Europe
Sports,2.0,2024-10-28,416.62,Smart TV,North America
Beauty,3.9,2023-05-28,319.33,Tablet,Europe
Sports,3.7,2023-05-29,364.66,Smart TV,North America
Electronics,4.3,2023-10-11,382.62,Tablet,Africa
Sports,4.6,2024-06-04,372.84,Smart TV,Asia
Music,1.1,2023-05-26,289.39,Mobile App,South America
Music,3.2,2023-01-26,335.57,Smart TV,Europe
Books,1.9,2023-02-08,176.75,Mobile App,South America
Clothing,1.9,2024-03-31,496.94,Tablet,South America
Clothing,4.9,2024-10-24,137.59,Mobile App,Australia
Sports,5.0,2023-09-01,276.82,Web,South America
Music,4.6,2024-02-25,308.16,Tablet,Australia
Electronics,4.3,2023-08-07,214.92,Smart TV,Australia
Electronics,3.4,2023-10-12,287.9,Smart TV,Europe
Beauty,4.0,2024-07-05,86.13,Tablet,South America
Clothing,1.3,2024-04-10,497.19,Mobile App,South America
Games,2.4,2024-08-07,368.18,Tablet,South America
Games,1.4,2024-12-02,384.74,Mobile App,Australia
Music,2.2,2024-02-23,336.5,Web,Asia
Books,3.6,2024-12-21,491.08,Tablet,Europe
Home,4.2,2023-12-03,351.22,Tablet,Asia
Home,2.6,2024-06-13,119.26,Web,South America
Sports,2.1,2024-03-25,87.29,Smart TV,South America
Music,4.2,2024-12-17,249.49,Mobile App,Europe
Movies,1.5,2024-07-25,343.02,Tablet,North America
Electronics,4.2,2024-09-27,161.32,Web,Asia
Movies,3.7,2023-05-07,256.31,Smart TV,Europe
Sports,3.4,2024-02-10,103.22,Tablet,North America
Clothing,1.1,2023-11-25,25.18,Smart TV,Africa
Home,2.3,2024-01-31,212.25,Tablet,South America
Books,4.1,2023-11-29,280.1,Smart TV,Europe
Books,1.5,2024-05-21,259.86,Tablet,South America
Clothing,2.6,2023-04-08,277.0,Mobile App,North America
Beauty,1.1,2023-07-01,147.82,Smart TV,Australia
Movies,4.1,2024-05-16,95.31,Mobile App,Asia
Movies,2.9,2023-08-25,415.38,Tablet,Australia
Electronics,1.4,2023-09-21,459.56,Web,South America
Electronics,3.7,2023-03-15,136.41,Mobile App,Africa
Home,2.2,2023-01-08,152.13,Tablet,Australia
Movies,2.8,2024-10-21,195.91,Web,South America
Sports,3.6,2023-11-09,341.74,Web,North America
Home,4.4,2023-05-25,243.81,Smart TV,Australia
Electronics,2.6,2023-03-29,286.23,Smart TV,South America
Beauty,2.2,2023-03-02,180.98,Web,Europe
Electronics,2.2,2023-01-03,469.5,Mobile App,Africa
Books,4.4,2023-07-10,101.46,Tablet,Africa
Electronics,3.6,2024-06-29,114.72,Smart TV,Africa
Sports,4.0,2024-07-25,175.28,Tablet,Asia
Electronics,4.2,2024-02-13,42.66,Tablet,Europe
Sports,2.7,2023-11-10,188.77,Smart TV,Asia
Sports,4.6,2024-12-20,87.08,Mobile App,Australia
Books,1.3,2023-09-25,273.08,Tablet,South America
Books,1.4,2024-04-01,181.84,Smart TV,Australia
Games,1.8,2024-05-08,463.98,Web,South America
Movies,1.5,2023-04-27,264.64,Smart TV,Australia
Books,2.0,2024-02-23,377.12,Smart TV,North America
Books,1.8,2024-02-13,153.85,Smart TV,Africa
Electronics,3.9,2023-11-03,118.17,Web,Australia
Sports,2.1,2023-10-24,233.37,Web,Africa
Beauty,2.9,2024-03-17,333.73,Mobile App,Africa
Beauty,2.5,2023-04-24,252.53,Mobile App,North America
Clothing,2.6,2024-02-17,324.25,Web,North America
Books,3.9,2023-10-20,276.2,Smart TV,North America
Home,3.9,2024-01-23,46.71,Tablet,Asia
Home,2.9,2023-02-06,474.04,Tablet,Africa
Movies,1.2,2024-04-04,384.69,Mobile App,Africa
Electronics,1.1,2024-05-29,471.66,Tablet,North America
Music,1.8,2024-09-24,137.07,Tablet,North America
Clothing,4.7,2024-02-08,313.07,Web,North America
Games,2.7,2023-05-20,76.45,Tablet,North America
Books,2.0,2024-04-08,33.63,Smart TV,Africa
Games,1.2,2023-01-19,301.3,Mobile App,Africa
Music,4.0,2023-10-09,28.26,Web,Asia
Sports,2.9,2024-06-28,120.97,Tablet,Australia
Books,3.0,2023-09-09,401.81,Tablet,South America
Beauty,3.4,2024-03-27,250.46,Tablet,South America
Movies,3.3,2023-02-16,297.62,Mobile App,South America
Music,2.4,2024-09-11,194.79,Smart TV,Africa
Games,2.1,2024-05-03,76.65,Smart TV,South America
Movies,5.0,2023-01-21,267.48,Smart TV,Australia
Music,3.4,2024-04-05,25.34,Tablet,Asia
Games,3.9,2024-08-12,289.77,Mobile App,South America
Books,2.0,2024-01-17,393.42,Smart TV,Asia
Movies,1.0,2023-02-27,307.92,Tablet,Australia
Books,3.7,2024-11-22,303.36,Tablet,Europe
Clothing,4.1,2023-09-12,207.55,Mobile App,Africa
Sports,1.4,2023-10-12,262.08,Mobile App,Africa
Books,1.2,2023-07-17,368.75,Smart TV,Europe
Music,4.9,2023-01-29,352.55,Smart TV,Europe
Sports,3.1,2023-06-15,192.72,Web,Europe
Games,1.1,2024-07-26,228.84,Tablet,Australia
Movies,4.3,2023-07-27,244.12,Smart TV,Europe
Electronics,4.5,2023-10-24,25.69,Tablet,South America
Electronics,2.5,2024-02-02,11.54,Smart TV,South America
Electronics,2.5,2023-05-17,98.74,Mobile App,Africa
Music,4.5,2024-04-04,337.17,Mobile App,Africa
Beauty,2.5,2024-05-10,92.3,Web,Africa
Games,2.1,2023-06-01,95.27,Mobile App,Australia
Games,1.3,2024-12-23,475.21,Smart TV,Asia
Sports,3.4,2023-12-17,405.71,Mobile App,North America
Music,4.1,2023-12-19,226.88,Tablet,Asia
Games,4.3,2024-08-22,250.49,Mobile App,South America
Music,3.8,2023-06-17,278.29,Tablet,Asia
Home,1.5,2023-02-11,210.47,Smart TV,North America
Clothing,2.2,2024-03-07,267.09,Mobile App,Australia
Beauty,4.6,2024-08-04,348.99,Smart TV,Africa
Sports,2.0,2023-06-10,178.94,Tablet,Africa
Books,4.2,2023-10-15,188.89,Mobile App,Asia
Music,1.2,2023-10-10,175.97,Web,South America
Home,3.6,2023-07-06,195.2,Web,Asia
Books,4.4,2024-01-14,264.84,Mobile App,Europe
Movies,1.9,2024-06-16,307.38,Web,Australia
Books,3.8,2023-03-05,373.71,Smart TV,Australia
Home,2.2,2024-03-25,230.21,Web,South America
Movies,2.8,2023-11-12,91.76,Web,Asia
Sports,3.1,2024-03-11,97.76,Tablet,Australia
Sports,4.7,2023-02-22,148.91,Web,North America
Movies,2.7,2023-09-14,231.52,Web,South America
Beauty,5.0,2023-07-20,279.68,Web,Africa
Music,1.9,2023-01-23,458.11,Mobile App,Asia
Clothing,3.5,2024-10-01,443.85,Tablet,Australia
Home,3.4,2024-01-01,476.54,Web,Australia
Home,4.1,2023-12-29,384.99,Tablet,Australia
Clothing,3.8,2023-01-22,249.61,Tablet,Asia
Movies,2.4,2023-10-31,103.6,Smart TV,Africa
Home,4.2,2023-10-19,233.82,Mobile App,Europe
Games,3.2,2024-06-27,50.78,Mobile App,Australia
Electronics,1.0,2023-02-03,392.52,Tablet,Asia
Electronics,3.9,2023-09-30,233.52,Smart TV,Australia
Games,4.1,2023-08-26,408.77,Tablet,Asia
Games,3.3,2023-04-25,11.72,Tablet,Africa
Games,1.2,2023-10-12,264.72,Web,South America
Clothing,4.9,2023-07-01,199.26,Tablet,Africa
Music,4.4,2024-05-13,164.99,Web,North America
Electronics,3.2,2023-12-13,223.33,Mobile App,Africa
Clothing,3.0,2024-11-22,296.3,Mobile App,North America
Beauty,3.4,2023-03-06,349.92,Smart TV,Asia
Home,4.5,2024-03-11,191.43,Mobile App,Asia
Electronics,2.3,2023-07-26,143.0,Web,Australia
Movies,3.6,2023-12-16,301.34,Mobile App,North America
Clothing,1.3,2023-11-22,45.91,Mobile App,Europe
Games,3.0,2023-03-28,294.22,Mobile App,Asia
Movies,4.4,2024-06-18,266.04,Web,North America
Home,3.7,2023-12-19,51.79,Smart TV,Australia
Music,3.1,2022-12-30,419.68,Smart TV,North America
Beauty,1.8,2023-12-15,394.2,Smart TV,Africa
Beauty,3.2,2023-07-21,478.49,Web,Australia
Movies,4.5,2023-05-07,21.13,Tablet,Australia
Sports,2.7,2023-03-24,476.78,Web,Asia
Sports,2.5,2023-03-20,430.32,Mobile App,North America
Beauty,3.2,2023-10-15,226.36,Smart TV,Africa
Music,3.3,2024-09-17,464.76,Tablet,Africa
Movies,2.6,2023-02-25,160.27,Mobile App,Asia
Beauty,2.6,2024-09-08,266.61,Web,North America
Sports,2.2,2024-06-13,35.03,Tablet,Africa
Home,1.7,2023-10-07,60.5,Smart TV,Asia
Home,3.6,2024-04-08,425.32,Smart TV,South America
Electronics,2.0,2023-11-04,163.01,Web,Africa
Beauty,2.8,2023-06-29,453.9,Web,Asia
Books,2.3,2023-08-11,469.55,Mobile App,Europe
Books,1.5,2024-10-30,186.37,Web,South America
Movies,2.2,2024-11-24,74.91,Smart TV,South America
Music,3.2,2023-05-30,197.71,Web,North America
Home,2.9,2024-09-23,53.77,Web,Europe
Movies,1.5,2024-10-03,72.11,Web,North America
Movies,3.5,2023-07-01,403.4,Web,Australia
Electronics,4.5,2023-09-19,45.48,Smart TV,North America
Movies,4.3,2023-03-24,345.48,Smart TV,Asia
Home,3.2,2024-06-28,431.82,Mobile App,North America
Games,4.3,2024-04-19,139.68,Web,North America
Home,1.6,2024-03-18,413.38,Smart TV,Australia
Games,2.7,2023-03-23,15.98,Mobile App,Africa
Home,1.2,2024-04-21,414.53,Smart TV,North America
Home,3.9,2024-12-15,277.36,Tablet,North America
Books,1.2,2024-03-07,183.81,Web,Asia
Clothing,3.8,2023-08-01,477.56,Smart TV,Africa
Games,2.6,2023-08-04,438.11,Tablet,South America
Sports,4.7,2024-06-17,60.46,Tablet,Australia
Beauty,4.9,2024-11-27,329.22,Web,Africa
Books,1.2,2023-10-15,20.77,Smart TV,Europe
Electronics,1.6,2024-08-28,223.56,Mobile App,South America
Sports,1.0,2023-03-03,454.23,Smart TV,South America
Movies,4.1,2024-12-19,362.77,Smart TV,North America
Movies,2.5,2024-01-30,444.65,Web,Australia
Games,1.7,2024-03-01,394.2,Web,South America
Sports,1.8,2023-09-10,91.54,Mobile App,Australia
Books,1.2,2024-10-05,204.22,Mobile App,Asia
Movies,3.3,2023-10-09,190.38,Web,Australia
Clothing,1.5,2023-04-20,462.61,Web,Asia
Sports,2.4,2023-10-22,475.02,Tablet,South America
Beauty,2.0,2023-08-09,119.85,Web,Australia
Books,2.6,2023-01-05,140.6,Mobile App,North America
Home,2.1,2023-12-31,218.16,Smart TV,South America
Sports,3.5,2024-01-18,254.69,Tablet,North America
Home,3.1,2023-12-21,427.22,Web,Asia
Home,4.7,2023-05-23,402.45,Tablet,Europe
Sports,4.8,2022-12-24,487.57,Tablet,South America
Books,3.2,2024-08-10,16.33,Smart TV,Australia
Books,1.2,2024-12-23,469.93,Smart TV,South America
Home,1.1,2023-09-10,490.36,Web,North America
Music,4.9,2023-11-20,302.48,Mobile App,North America
Music,5.0,2024-05-18,303.8,Smart TV,South America
Beauty,3.7,2024-08-03,18.16,Mobile App,South America
Movies,1.3,2024-11-22,421.68,Web,Australia
Home,2.1,2024-10-15,160.0,Smart TV,Asia
Home,4.5,2024-07-12,23.84,Tablet,South America
Movies,3.7,2024-09-15,103.96,Web,Asia
Electronics,3.8,2023-07-10,204.65,Tablet,Africa
Music,4.8,2023-01-31,285.96,Web,Europe
Books,2.6,2024-07-25,215.07,Smart TV,Africa
Music,1.2,2023-09-27,272.2,Mobile App,Africa
Movies,4.4,2023-05-03,24.48,Web,Africa
Sports,2.4,2024-09-05,320.85,Mobile App,North America
Clothing,3.5,2023-05-12,30.66,Smart TV,Asia
Books,3.7,2024-02-15,160.19,Mobile App,South America
Electronics,4.0,2023-12-23,309.57,Web,North America
